date,code,packages,is_working_day
2011-01-01,1,63.3666641198756,FALSE
2011-01-01,10,125.968438071722,FALSE
2011-01-01,11,182.604533288745,FALSE
2011-01-01,12,36.3738696752556,FALSE
2011-01-01,13,41.282672222375,FALSE
2011-01-01,14,124.417749409741,FALSE
2011-01-01,15,25.8814791965592,FALSE
2011-01-01,16,76.0824392587242,FALSE
2011-01-01,17,62.4233836589213,FALSE
2011-01-01,18,78.8222493302605,FALSE
2011-01-01,19,115.645224207378,FALSE
2011-01-01,2,95.9779036930524,FALSE
2011-01-01,20,90.4941798158566,FALSE
2011-01-01,21,110.067538907302,FALSE
2011-01-01,22,75.007496354294,FALSE
2011-01-01,23,82.6758737364098,FALSE
2011-01-01,24,74.499749663739,FALSE
2011-01-01,25,45.4230338332222,FALSE
2011-01-01,26,18.2668607739164,FALSE
2011-01-01,27,96.0503908855124,FALSE
2011-01-01,28,28.8653837887076,FALSE
2011-01-01,29,61.5295568190898,FALSE
2011-01-01,3,107.014955361379,FALSE
2011-01-01,30,30.5874136571696,FALSE
2011-01-01,31,33.3245554425469,FALSE
2011-01-01,32,129.100780656252,FALSE
2011-01-01,33,72.2864979587605,FALSE
2011-01-01,34,42.4388397835525,FALSE
2011-01-01,35,106.504246606682,FALSE
2011-01-01,36,24.9891690218703,FALSE
2011-01-01,37,35.2700420269818,FALSE
2011-01-01,38,43.9023602546066,FALSE
2011-01-01,39,103.144085035194,FALSE
2011-01-01,4,61.8883309236168,FALSE
2011-01-01,40,124.693531394682,FALSE
2011-01-01,41,174.969015657554,FALSE
2011-01-01,42,47.5532411023057,FALSE
2011-01-01,43,101.736127829637,FALSE
2011-01-01,44,137.663117745976,FALSE
2011-01-01,45,28.1958749712945,FALSE
2011-01-01,46,27.6546369850272,FALSE
2011-01-01,47,106.041544374498,FALSE
2011-01-01,48,34.3034959194411,FALSE
2011-01-01,49,31.17067014904,FALSE
2011-01-01,5,59.8374978972559,FALSE
2011-01-01,50,24.7672762302302,FALSE
2011-01-01,6,122.37291348773,FALSE
2011-01-01,7,18.1331730873139,FALSE
2011-01-01,8,88.9231557260555,FALSE
2011-01-01,9,68.4821045026788,FALSE
2011-01-02,1,48.6855743639846,FALSE
2011-01-02,10,160.047320132425,FALSE
2011-01-02,11,230.88690632449,FALSE
2011-01-02,12,55.8762776646046,FALSE
2011-01-02,13,60.9776752896608,FALSE
2011-01-02,14,106.623479664107,FALSE
2011-01-02,15,33.3675207036295,FALSE
2011-01-02,16,83.0779401755945,FALSE
2011-01-02,17,61.7706765190929,FALSE
2011-01-02,18,93.1375185612632,FALSE
2011-01-02,19,128.681395455995,FALSE
2011-01-02,2,115.935300211248,FALSE
2011-01-02,20,138.973697341589,FALSE
2011-01-02,21,159.959882272445,FALSE
2011-01-02,22,77.9996374276667,FALSE
2011-01-02,23,80.8417278617292,FALSE
2011-01-02,24,75.7504760484774,FALSE
2011-01-02,25,62.1188489296497,FALSE
2011-01-02,26,23.6224376481569,FALSE
2011-01-02,27,78.1686834680252,FALSE
2011-01-02,28,33.9595512646526,FALSE
2011-01-02,29,55.7610028711088,FALSE
2011-01-02,3,137.771008032331,FALSE
2011-01-02,30,27.5841228290526,FALSE
2011-01-02,31,30.2348167874259,FALSE
2011-01-02,32,127.176658601971,FALSE
2011-01-02,33,74.150579410732,FALSE
2011-01-02,34,60.2848842395392,FALSE
2011-01-02,35,108.689556021647,FALSE
2011-01-02,36,28.4930464502301,FALSE
2011-01-02,37,33.1435040325537,FALSE
2011-01-02,38,54.5670990978277,FALSE
2011-01-02,39,96.4401460048776,FALSE
2011-01-02,4,46.8792086999943,FALSE
2011-01-02,40,149.730546088496,FALSE
2011-01-02,41,177.836784459028,FALSE
2011-01-02,42,63.3399670956671,FALSE
2011-01-02,43,94.7714233579002,FALSE
2011-01-02,44,177.03734798414,FALSE
2011-01-02,45,24.2884906255681,FALSE
2011-01-02,46,32.0493799840292,FALSE
2011-01-02,47,139.377138154129,FALSE
2011-01-02,48,34.5357961149098,FALSE
2011-01-02,49,24.6936761926238,FALSE
2011-01-02,5,53.0563602970009,FALSE
2011-01-02,50,24.0740775840212,FALSE
2011-01-02,6,170.298672230653,FALSE
2011-01-02,7,18.3698694677268,FALSE
2011-01-02,8,73.6828775019731,FALSE
2011-01-02,9,56.08496095639,FALSE
2011-01-03,1,60.7365193198024,TRUE
2011-01-03,10,161.76473058883,TRUE
2011-01-03,11,173.236495386537,TRUE
2011-01-03,12,42.4222992765897,TRUE
2011-01-03,13,79.5309529658939,TRUE
2011-01-03,14,89.2323277909584,TRUE
2011-01-03,15,45.9814805666766,TRUE
2011-01-03,16,74.8484045378605,TRUE
2011-01-03,17,77.7110577053131,TRUE
2011-01-03,18,88.5105086375686,TRUE
2011-01-03,19,151.926022644731,TRUE
2011-01-03,2,91.311657157837,TRUE
2011-01-03,20,101.489126258898,TRUE
2011-01-03,21,153.236329586336,TRUE
2011-01-03,22,92.5326267202627,TRUE
2011-01-03,23,87.4389848752354,TRUE
2011-01-03,24,69.2254364759415,TRUE
2011-01-03,25,64.2876425735324,TRUE
2011-01-03,26,36.2271466316359,TRUE
